node_pub,degree,total_capacity,pagerank,eigenvector,closeness,betweenness,clustering_coef,core_number,liquidity_density,bridge_score
0229acec83957b9b4ce9303fdd9bf33e6e5cf7b1d30c08f90a0691dc334b84cf34,2,400000,3.889902094392297e-05,2.2865190131607054e-19,0.18285551321054538,9.01761778101141e-08,0.0,2,199999.9999,4.5088088882513e-08
0292ee280619b700bbbdfe4e6e92bdb894f77eb50d91d88c1803338c28df448f9f,3,224150,2.8639206723160177e-05,3.570127771373013e-18,0.22029280675419402,6.978628332321696e-05,0.0,2,74716.66664176111,2.326209443331829e-05
0234f282a337f4aef2bd985c38d02f5fcc24d1c3adfae01b62df18a09297cf15a5,3,300000,2.8785727000334983e-05,7.410612843414107e-15,0.2066029550128788,2.430935477667409e-06,0.3333333333333333,3,99999.99996666667,8.103118256190324e-07
024a49c204f32dcd3e4be37b12265091e556fad0b7fa4f2bd289064092a59acfc9,1,100000,1.273382738118767e-05,6.138925917042749e-20,0.17847229698081463,0.0,0.0,1,99999.9999,0.0
03ecffae58fab10791a46e89ae00cffb8260875bcdc22549d2dd79d0795e96bf00,2,11050,2.024471955353519e-05,3.0577672457722962e-18,0.22021682125861505,3.65177406410468e-05,0.0,2,5524.9999972375,1.8258870311393964e-05
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,13,96097,3.258245060475562e-05,1.6640720630587863e-12,0.24377909017440796,9.290294472468422e-05,0.11538461538461539,8,7392.076922508301,7.146380362887527e-06
02d4079fbbed8f92d4eb57712dae93c9df909a8fe876e771b8349380c2c08da37f,2,101000,2.7813708620999972e-05,8.790749216575677e-18,0.19995660767205442,3.330255121958442e-07,0.0,2,50499.99997475,1.6651275601466573e-07
03f1e0761f2f1e0a83a9f831986df0e094e3947b1b645f1e3ca66dbf148cbffbf5,6,27000,9.951423335408019e-06,7.367501285083997e-18,0.21354804843436748,1.3172954420788713e-06,0.4,6,4499.99999925,2.19549240309887e-07
031c527494f295220d26a1814c18e7db3f4f03203ce1a53a0b74b52ed570a3972a,11,528410,4.201824610699442e-05,1.6652418970586853e-12,0.24536511313398124,0.00013239019620468176,0.03636363636363636,6,48037.272722905705,1.2035472381149663e-05
036e5f6c4697e39c1aa75d65b1a6c9041f2724ec04d08c52ad210f4440a692a080,4,1400000,0.00010084848012091103,1.319241179410127e-13,0.2257681318829166,0.0001213508770467194,0.3333333333333333,4,349999.9999125,3.0337719254095418e-05
